Unnamed: 0,Date,Subcategory,Note,Amount,Income/Expense,Currency,Amount_log,Amount_scaled,Type_Encoded,Month,Day,DayOfWeek,Is_Egyptian_Weekend,Quarter,Month_Part,Category_apparel,Category_beauty,Category_bonus,Category_cook,Category_culture,Category_dividend earned on shares,Category_documents,Category_education,Category_equity mutual fund a,Category_equity mutual fund b,Category_equity mutual fund c,Category_equity mutual fund d,Category_equity mutual fund e,Category_equity mutual fund f,Category_family,Category_festivals,Category_fixed deposit,Category_food,Category_garbage disposal,Category_gift,Category_gpay reward,Category_grooming,Category_health,Category_household,Category_interest,Category_investment,Category_life insurance,Category_maid,Category_maturity amount,Category_money transfer,Category_other,Category_petty cash,Category_public provident fund,Category_recurring deposit,Category_rent,Category_salary,Category_saving bank account 1,Category_saving bank account 2,Category_scrap,Category_self-development,Category_share market,Category_small cap fund 1,Category_small cap fund 2,Category_social life,Category_subscription,Category_tax refund,Category_tourism,Category_transportation,Category_water (jar /tanker),Mode_credit card,Mode_debit card,Mode_equity mutual fund a,Mode_equity mutual fund b,Mode_equity mutual fund c,Mode_equity mutual fund d,Mode_fixed deposit,Mode_recurring deposit,Mode_saving bank account 1,Mode_saving bank account 2,Mode_share market trading
10,2018-09-13 00:00:00,unknown,Unknown,5000.0,Transfer-Out,INR,8.517393171418904,0.6547557679939282,2,9,13,3,0,3,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11,2018-09-13 00:00:00,unknown,Unknown,5000.0,Transfer-Out,INR,8.517393171418904,0.6547557679939282,2,9,13,3,0,3,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
12,2018-09-12 00:00:00,mobile service provider,Data booster pack,667.0,Expense,INR,6.504288173536645,0.4770861306542578,0,9,12,2,0,3,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
13,2018-09-11 00:00:00,lunch,Home Food Delivery,650.0,Expense,INR,6.478509642208569,0.4748110072419038,0,9,11,1,0,3,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
14,2018-09-11 00:00:00,unknown,From Family,3500.0,Income,INR,8.160803920954665,0.6232844424168449,1,9,11,1,0,3,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
15,2018-09-11 00:00:00,milk,Half lit  milk,36.0,Expense,INR,3.6109179126442243,0.2217273463469674,0,9,11,1,0,3,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,2018-09-10 00:00:00,milk,Half lit  milk,36.0,Expense,INR,3.6109179126442243,0.2217273463469674,0,9,10,0,0,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,2018-09-08 00:00:00,pocket money,Unknown,40.0,Expense,INR,3.713572066704308,0.23078724453531435,0,9,8,5,1,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,2018-09-07 00:00:00,milk,Half lit  milk,37.0,Expense,INR,3.6375861597263857,0.2240809929737239,0,9,7,4,1,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,2018-09-07 00:00:00,unknown,Unknown,1000.0,Transfer-Out,INR,6.90875477931522,0.5127829448990605,2,9,7,4,1,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
20,2018-09-06 00:00:00,snacks,Amul butter,55.0,Expense,INR,4.02535169073515,0.25830382851366196,0,9,6,3,0,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,2018-09-05 00:00:00,laundry,11 clothes ironing,77.0,Expense,INR,4.356708826689592,0.28754825552411084,0,9,5,2,0,3,Start,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,2018-09-05 00:00:00,snacks,Chinese Bhel,30.0,Expense,INR,3.4339872044851463,0.20611205813003702,0,9,5,2,0,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,2018-09-05 00:00:00,snacks,Shev Puri,40.0,Expense,INR,3.713572066704308,0.23078724453531435,0,9,5,2,0,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,2018-09-05 00:00:00,snacks,2 kachori,24.0,Expense,INR,3.2188758248682006,0.18712707679802293,0,9,5,2,0,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,2018-09-05 00:00:00,milk,Half lit  milk,36.0,Expense,INR,3.6109179126442243,0.2217273463469674,0,9,5,2,0,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26,2018-09-05 00:00:00,breakfast,Bread,18.0,Expense,INR,2.9444389791664403,0.16290623640481527,0,9,5,2,0,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27,2018-09-03 00:00:00,pocket money,Unknown,2000.0,Expense,INR,7.601402334583733,0.5739136062794779,0,9,3,0,0,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,2018-09-01 00:00:00,unknown,Unknown,12500.0,Transfer-Out,INR,9.433563920090563,0.7356138081006015,2,9,1,5,1,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29,2018-09-01 00:00:00,unknown,Unknown,2000.0,Transfer-Out,INR,7.601402334583733,0.5739136062794779,2,9,1,5,1,3,Start,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
30,2018-08-31 15:12:20,pocket money,Unknown,1000.0,Expense,INR,6.90875477931522,0.5127829448990605,0,8,31,4,1,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,2018-08-31 15:12:20,unknown,farewell contribution,118.0,Expense,INR,4.77912349311153,0.3248291031048852,0,8,31,4,1,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,2018-08-31 10:01:15,dinner,Domino's Pizza,510.85,Expense,INR,6.23803161336578,0.45358725377767645,0,8,31,4,1,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
33,2018-08-31 09:27:28,unknown,From workplace ,70255.0,Income,INR,11.159900992801498,0.887974306910768,1,8,31,4,1,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34,2018-08-31 09:26:17,milk,Half lit  milk,36.0,Expense,INR,3.6109179126442243,0.2217273463469674,0,8,31,4,1,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,2018-08-30 21:10:24,sweets,Warna Srikhand pav kg,78.0,Expense,INR,4.3694478524670215,0.2886725575810416,0,8,30,3,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,2018-08-30 21:09:51,kirana,Supermart,343.0,Expense,INR,5.840641657373398,0.41851500000161007,0,8,30,3,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,2018-08-29 12:21:49,grocery,Baking soda,27.0,Expense,INR,3.332204510175204,0.19712907194475326,0,8,29,2,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,2018-08-29 12:21:49,ice cream,chocobar,15.0,Expense,INR,2.772588722239781,0.14773933112316912,0,8,29,2,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,2018-08-29 12:11:41,milk,Half lit  milk,36.0,Expense,INR,3.6109179126442243,0.2217273463469674,0,8,29,2,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,2018-08-28 21:04:56,unknown,Astral Stocks,6.75,Income,INR,2.0476928433652555,0.08376254499221973,1,8,28,1,0,3,End,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41,2018-08-28 19:16:09,unknown,Reliance Stocks,18.0,Income,INR,2.9444389791664403,0.16290623640481527,1,8,28,1,0,3,End,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
42,2018-08-27 21:30:16,curd,Dahi 2 packets,20.0,Expense,INR,3.044522437723423,0.17173925395940143,0,8,27,0,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,2018-08-27 10:52:51,breakfast,2 plates poha,60.0,Expense,INR,4.110873864173311,0.2658517177470815,0,8,27,0,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,2018-08-27 10:52:30,biscuits,Khari packet,45.0,Expense,INR,3.828641396489095,0.2409428629026072,0,8,27,0,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,2018-08-27 10:52:09,milk,Half lit  milk,36.0,Expense,INR,3.6109179126442243,0.2217273463469674,0,8,27,0,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,2018-08-26 21:04:46,unknown,interest paid,30.0,Income,INR,3.4339872044851463,0.20611205813003702,1,8,26,6,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
47,2018-08-25 21:04:46,laundry,13 clothes ironing,91.0,Expense,INR,4.5217885770490405,0.30211761947151583,0,8,25,5,1,3,End,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,2018-08-24 22:13:43,dinner,Home Food Delivery,1120.0,Expense,INR,7.02197642307216,0.5227754929313084,0,8,24,4,1,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
49,2018-08-24 22:12:17,unknown,From Family,1000.0,Income,INR,6.90875477931522,0.5127829448990605,1,8,24,4,1,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
50,2018-08-24 20:20:37,rajgira ladu,Unknown,20.0,Expense,INR,3.044522437723423,0.17173925395940143,0,8,24,4,1,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,2018-08-24 20:17:09,milk,Half lit  milk,36.0,Expense,INR,3.6109179126442243,0.2217273463469674,0,8,24,4,1,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,2018-08-24 13:34:14,navratri,Ganpati+ navratri vargani,1000.0,Expense,INR,6.90875477931522,0.5127829448990605,0,8,24,4,1,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,2018-08-23 21:29:52,train,2 Place 2 to Place 3 : Sevagram express 3AC,1305.4,Expense,INR,7.175030541656255,0.5362835164923178,0,8,23,3,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
54,2018-08-23 21:29:12,train,2 Place 3 to Place 2 : Amritsar express 3AC,1205.4,Expense,INR,7.095395997253692,0.529255248896441,0,8,23,3,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
55,2018-08-23 19:55:33,lunch,Catering Service,60.0,Expense,INR,4.110873864173311,0.2658517177470815,0,8,23,3,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
56,2018-08-22 22:31:36,milk,Half lit  milk,37.0,Expense,INR,3.6375861597263857,0.2240809929737239,0,8,22,2,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,2018-08-22 00:00:00,unknown,Unknown,11043.0,Transfer-Out,INR,9.309642573050045,0.7246769415136655,2,8,22,2,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
58,2018-08-21 16:15:46,tea,cutting chai,12.0,Expense,INR,2.5649493574615367,0.12941380380273682,0,8,21,1,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,2018-08-21 16:15:20,milk,Half lit  milk,36.0,Expense,INR,3.6109179126442243,0.2217273463469674,0,8,21,1,0,3,End,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,2018-08-19 00:00:00,netflix,1 month subscription,199.0,Expense,INR,5.298317366548036,0.37065134650474885,0,8,19,6,0,3,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
61,2018-08-17 20:06:32,curd,Dahi 2 packets,20.0,Expense,INR,3.044522437723423,0.17173925395940143,0,8,17,4,1,3,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
62,2018-08-17 19:21:17,milk,Half lit  milk,36.0,Expense,INR,3.6109179126442243,0.2217273463469674,0,8,17,4,1,3,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,2018-08-17 12:40:28,unknown,Pidilite Stocks,22.0,Income,INR,3.1354942159291497,0.17976810633369855,1,8,17,4,1,3,Middle,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
64,2018-08-16 19:08:01,tata sky,Permanent Residence - Tata Play recharge,157.0,Expense,INR,5.062595033026967,0.3498473141499503,0,8,16,3,0,3,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
65,2018-08-15 09:44:05,sweets,Warna Srikhand half kg,290.0,Expense,INR,5.673323267171493,0.4037480614968115,0,8,15,2,0,3,Middle,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
